food_id,gx,gy,x,y,value,size,fruit_index,hex_id_le,hex_x_le,hex_y_le,binary_packet_hex
4467,66,44,19846,13260,6,67,3,73 11 00 00,00 0C 9B 46,00 30 4F 46,73 11 00 00 42 00 2C 00 00 0C 9B 46 00 30 4F 46
4468,67,44,20348.2,13446.9,7,72,5,74 11 00 00,66 F8 9E 46,9A 1B 52 46,74 11 00 00 43 00 2C 00 66 F8 9E 46 9A 1B 52 46
4469,68,44,20645,13444.9,9,82,2,75 11 00 00,00 4A A1 46,9A 13 52 46,75 11 00 00 44 00 2C 00 00 4A A1 46 9A 13 52 46
4470,69,44,20836.9,13247.4,8,77,6,76 11 00 00,CD C9 A2 46,9A FD 4E 46,76 11 00 00 45 00 2C 00 CD C9 A2 46 9A FD 4E 46
4471,70,44,21215.9,13291.7,10,87,11,77 11 00 00,CD BF A5 46,CD AE 4F 46,77 11 00 00 46 00 2C 00 CD BF A5 46 CD AE 4F 46
4472,71,44,21453.2,13301.5,9,82,11,78 11 00 00,66 9A A7 46,00 D6 4F 46,78 11 00 00 47 00 2C 00 66 9A A7 46 00 D6 4F 46
4473,72,44,21718.3,13257.3,8,77,7,79 11 00 00,9A AC A9 46,33 25 4F 46,79 11 00 00 48 00 2C 00 9A AC A9 46 33 25 4F 46
4474,73,44,22102.9,13436.7,8,77,12,7A 11 00 00,CD AD AC 46,CD F2 51 46,7A 11 00 00 49 00 2C 00 CD AD AC 46 CD F2 51 46
4475,74,44,22265.1,13333.1,8,77,11,7B 11 00 00,33 F2 AD 46,66 54 50 46,7B 11 00 00 4A 00 2C 00 33 F2 AD 46 66 54 50 46
4476,75,44,22649.4,13314.4,6,67,9,7C 11 00 00,CD F2 B0 46,9A 09 50 46,7C 11 00 00 4B 00 2C 00 CD F2 B0 46 9A 09 50 46
4477,76,44,23031.6,13430.8,7,72,3,7D 11 00 00,33 EF B3 46,33 DB 51 46,7D 11 00 00 4C 00 2C 00 33 EF B3 46 33 DB 51 46
4478,77,44,23171.7,13249.1,10,87,11,7E 11 00 00,66 07 B5 46,66 04 4F 46,7E 11 00 00 4D 00 2C 00 66 07 B5 46 66 04 4F 46
4479,78,44,23538.6,13365.4,9,82,8,7F 11 00 00,33 E5 B7 46,9A D5 50 46,7F 11 00 00 4E 00 2C 00 33 E5 B7 46 9A D5 50 46
4480,79,44,23816.8,13375.3,8,77,9,80 11 00 00,9A 11 BA 46,33 FD 50 46,80 11 00 00 4F 00 2C 00 9A 11 BA 46 33 FD 50 46
4481,80,44,24169.9,13361.5,9,82,11,81 11 00 00,CD D3 BC 46,00 C6 50 46,81 11 00 00 50 00 2C 00 CD D3 BC 46 00 C6 50 46
4482,81,44,24533.5,13269.8,6,67,9,82 11 00 00,00 AB BF 46,33 57 4F 46,82 11 00 00 51 00 2C 00 00 AB BF 46 33 57 4F 46
4483,82,44,24723.2,13326.3,8,77,3,83 11 00 00,66 26 C1 46,33 39 50 46,83 11 00 00 52 00 2C 00 66 26 C1 46 33 39 50 46
4484,83,44,25035.8,13455.4,10,87,10,84 11 00 00,9A 97 C3 46,9A 3D 52 46,84 11 00 00 53 00 2C 00 9A 97 C3 46 9A 3D 52 46
4485,84,44,25242.6,13250,8,77,0,85 11 00 00,33 35 C5 46,00 08 4F 46,85 11 00 00 54 00 2C 00 33 35 C5 46 00 08 4F 46
4486,85,44,25657.9,13301.5,5,62,5,86 11 00 00,CD 73 C8 46,00 D6 4F 46,86 11 00 00 55 00 2C 00 CD 73 C8 46 00 D6 4F 46
4487,86,44,25863.3,13300.1,9,82,1,87 11 00 00,9A 0E CA 46,66 D0 4F 46,87 11 00 00 56 00 2C 00 9A 0E CA 46 66 D0 4F 46
4488,87,44,26160.8,13267,5,62,5,88 11 00 00,9A 61 CC 46,00 4C 4F 46,88 11 00 00 57 00 2C 00 9A 61 CC 46 00 4C 4F 46
4489,88,44,26522.1,13288.3,8,77,5,89 11 00 00,33 34 CF 46,33 A1 4F 46,89 11 00 00 58 00 2C 00 33 34 CF 46 33 A1 4F 46
4490,89,44,26889,13404.6,7,72,2,8A 11 00 00,00 12 D2 46,66 72 51 46,8A 11 00 00 59 00 2C 00 00 12 D2 46 66 72 51 46
4491,90,44,27144.6,13385.4,10,87,6,8B 11 00 00,33 11 D4 46,9A 25 51 46,8B 11 00 00 5A 00 2C 00 33 11 D4 46 9A 25 51 46
4492,91,44,27520.2,13400.8,7,72,10,8C 11 00 00,66 00 D7 46,33 63 51 46,8C 11 00 00 5B 00 2C 00 66 00 D7 46 33 63 51 46
4493,92,44,27672.1,13320.1,6,67,0,8D 11 00 00,33 30 D8 46,66 20 50 46,8D 11 00 00 5C 00 2C 00 33 30 D8 46 66 20 50 46
4494,93,44,28147.9,13317.9,9,82,1,8E 11 00 00,CD E7 DB 46,9A 17 50 46,8E 11 00 00 5D 00 2C 00 CD E7 DB 46 9A 17 50 46
4495,94,44,28240.5,13447,10,87,8,8F 11 00 00,00 A1 DC 46,00 1C 52 46,8F 11 00 00 5E 00 2C 00 00 A1 DC 46 00 1C 52 46
4496,95,44,28644.6,13432.4,6,67,6,90 11 00 00,33 C9 DF 46,9A E1 51 46,90 11 00 00 5F 00 2C 00 33 C9 DF 46 9A E1 51 46
4497,96,44,29008.3,13340.7,9,82,12,91 11 00 00,9A A0 E2 46,CD 72 50 46,91 11 00 00 60 00 2C 00 9A A0 E2 46 CD 72 50 46
4498,97,44,29213.7,13339.3,7,72,8,92 11 00 00,66 3B E4 46,33 6D 50 46,92 11 00 00 61 00 2C 00 66 3B E4 46 33 6D 50 46
4499,98,44,29511.2,13306.3,9,82,12,93 11 00 00,66 8E E6 46,33 E9 4F 46,93 11 00 00 62 00 2C 00 66 8E E6 46 33 E9 4F 46
4500,99,44,29800,13321.6,7,72,11,94 11 00 00,00 D0 E8 46,66 26 50 46,94 11 00 00 63 00 2C 00 00 D0 E8 46 66 26 50 46
4501,0,45,200,13557.2,7,72,2,95 11 00 00,00 00 48 43,CD D4 53 46,95 11 00 00 00 00 2D 00 00 00 48 43 CD D4 53 46
4502,1,45,343.7,13634,6,67,2,96 11 00 00,9A D9 AB 43,00 08 55 46,96 11 00 00 01 00 2D 00 9A D9 AB 43 00 08 55 46
4503,2,45,708.7,13590.3,8,77,6,97 11 00 00,CD 2C 31 44,33 59 54 46,97 11 00 00 02 00 2D 00 CD 2C 31 44 33 59 54 46
4504,3,45,1016.3,13680.3,9,82,7,98 11 00 00,33 13 7E 44,33 C1 55 46,98 11 00 00 03 00 2D 00 33 13 7E 44 33 C1 55 46
4505,4,45,1329.6,13653.4,10,87,1,99 11 00 00,33 33 A6 44,9A 55 55 46,99 11 00 00 04 00 2D 00 33 33 A6 44 9A 55 55 46
4506,5,45,1616.5,13713.3,5,62,11,9A 11 00 00,00 10 CA 44,33 45 56 46,9A 11 00 00 05 00 2D 00 00 10 CA 44 33 45 56 46
4507,6,45,2037.5,13668.8,7,72,8,9B 11 00 00,00 B0 FE 44,33 93 55 46,9B 11 00 00 06 00 2D 00 00 B0 FE 44 33 93 55 46
4508,7,45,2225.7,13743.3,8,77,10,9C 11 00 00,33 1B 0B 45,33 BD 56 46,9C 11 00 00 07 00 2D 00 33 1B 0B 45 33 BD 56 46
4509,8,45,2494.6,13731.2,9,82,2,9D 11 00 00,9A E9 1B 45,CD 8C 56 46,9D 11 00 00 08 00 2D 00 9A E9 1B 45 CD 8C 56 46
4510,9,45,2846.5,13586.4,10,87,5,9E 11 00 00,00 E8 31 45,9A 49 54 46,9E 11 00 00 09 00 2D 00 00 E8 31 45 9A 49 54 46
4511,10,45,3090.3,13748.2,6,67,4,9F 11 00 00,CD 24 41 45,CD D0 56 46,9F 11 00 00 0A 00 2D 00 CD 24 41 45 CD D0 56 46
4512,11,45,3414,13723.3,8,77,1,A0 11 00 00,00 60 55 45,33 6D 56 46,A0 11 00 00 0B 00 2D 00 00 60 55 45 33 6D 56 46
4513,12,45,3842.6,13577.9,10,87,2,A1 11 00 00,9A 29 70 45,9A 27 54 46,A1 11 00 00 0C 00 2D 00 9A 29 70 45 9A 27 54 46
4514,13,45,3943.3,13549,5,62,4,A2 11 00 00,CD 74 76 45,00 B4 53 46,A2 11 00 00 0D 00 2D 00 CD 74 76 45 00 B4 53 46
4515,14,45,4438.2,13594.9,7,72,4,A3 11 00 00,9A B1 8A 45,9A 6B 54 46,A3 11 00 00 0E 00 2D 00 9A B1 8A 45 9A 6B 54 46
4516,15,45,4683.7,13735.6,7,72,2,A4 11 00 00,9A 5D 92 45,66 9E 56 46,A4 11 00 00 0F 00 2D 00 9A 5D 92 45 66 9E 56 46
4517,16,45,4871.8,13590.1,9,82,9,A5 11 00 00,66 3E 98 45,66 58 54 46,A5 11 00 00 10 00 2D 00 66 3E 98 45 66 58 54 46
4518,17,45,5292.8,13545.6,10,87,6,A6 11 00 00,66 66 A5 45,66 A6 53 46,A6 11 00 00 11 00 2D 00 66 66 A5 45 66 A6 53 46
4519,18,45,5656.7,13634.9,5,62,6,A7 11 00 00,9A C5 B0 45,9A 0B 55 46,A7 11 00 00 12 00 2D 00 9A C5 B0 45 9A 0B 55 46
4520,19,45,5892.9,13578.6,6,67,2,A8 11 00 00,33 27 B8 45,66 2A 54 46,A8 11 00 00 13 00 2D 00 33 27 B8 45 66 2A 54 46
4521,20,45,6115.2,13550.3,9,82,1,A9 11 00 00,9A 19 BF 45,33 B9 53 46,A9 11 00 00 14 00 2D 00 9A 19 BF 45 33 B9 53 46
4522,21,45,6345.6,13625,9,82,2,AA 11 00 00,CD 4C C6 45,00 E4 54 46,AA 11 00 00 15 00 2D 00 CD 4C C6 45 00 E4 54 46
4523,22,45,6669.3,13600.1,6,67,12,AB 11 00 00,66 6A D0 45,66 80 54 46,AB 11 00 00 16 00 2D 00 66 6A D0 45 66 80 54 46
4524,23,45,7053.7,13689.5,7,72,6,AC 11 00 00,9A 6D DC 45,00 E6 55 46,AC 11 00 00 17 00 2D 00 9A 6D DC 45 00 E6 55 46
4525,24,45,7341.7,13616.4,9,82,12,AD 11 00 00,9A 6D E5 45,9A C1 54 46,AD 11 00 00 18 00 2D 00 9A 6D E5 45 9A C1 54 46
4526,25,45,7649.2,13706.4,9,82,0,AE 11 00 00,9A 09 EF 45,9A 29 56 46,AE 11 00 00 19 00 2D 00 9A 09 EF 45 9A 29 56 46
4527,26,45,7962.6,13679.5,5,62,2,AF 11 00 00,CD D4 F8 45,00 BE 55 46,AF 11 00 00 1A 00 2D 00 CD D4 F8 45 00 BE 55 46
4528,27,45,8150.6,13754,6,67,1,B0 11 00 00,CD B4 FE 45,00 E8 56 46,B0 11 00 00 1B 00 2D 00 CD B4 FE 45 00 E8 56 46
4529,28,45,8450.4,13695,7,72,1,B1 11 00 00,9A 09 04 46,00 FC 55 46,B1 11 00 00 1C 00 2D 00 9A 09 04 46 00 FC 55 46
4530,29,45,8858.6,13549.5,9,82,3,B2 11 00 00,66 6A 0A 46,00 B6 53 46,B2 11 00 00 1D 00 2D 00 66 6A 0A 46 00 B6 53 46
4531,30,45,9127.5,13757.3,9,82,0,B3 11 00 00,00 9E 0E 46,33 F5 56 46,B3 11 00 00 1E 00 2D 00 00 9E 0E 46 33 F5 56 46
4532,31,45,9394.1,13714.2,7,72,9,B4 11 00 00,66 C8 12 46,CD 48 56 46,B4 11 00 00 1F 00 2D 00 66 C8 12 46 CD 48 56 46
4533,32,45,9844.5,13568.9,7,72,2,B5 11 00 00,00 D2 19 46,9A 03 54 46,B5 11 00 00 20 00 2D 00 00 D2 19 46 9A 03 54 46
4534,33,45,10046.9,13749.4,8,77,7,B6 11 00 00,9A FB 1C 46,9A D5 56 46,B6 11 00 00 21 00 2D 00 9A FB 1C 46 9A D5 56 46
4535,34,45,10255.6,13604,10,87,3,B7 11 00 00,66 3E 20 46,00 90 54 46,B7 11 00 00 22 00 2D 00 66 3E 20 46 00 90 54 46
4536,35,45,10576.1,13575.1,5,62,2,B8 11 00 00,66 40 25 46,66 1C 54 46,B8 11 00 00 23 00 2D 00 66 40 25 46 66 1C 54 46
4537,36,45,10928.1,13650.4,7,72,0,B9 11 00 00,66 C0 2A 46,9A 49 55 46,B9 11 00 00 24 00 2D 00 66 C0 2A 46 9A 49 55 46
4538,37,45,11164.5,13594.1,9,82,12,BA 11 00 00,00 72 2E 46,66 68 54 46,BA 11 00 00 25 00 2D 00 00 72 2E 46 66 68 54 46
4539,38,45,11528.2,13683.4,9,82,9,BB 11 00 00,CD 20 34 46,9A CD 55 46,BB 11 00 00 26 00 2D 00 CD 20 34 46 9A CD 55 46
4540,39,45,11949.4,13638.9,5,62,9,BC 11 00 00,9A B5 3A 46,9A 1B 55 46,BC 11 00 00 27 00 2D 00 9A B5 3A 46 9A 1B 55 46
4541,40,45,12178.6,13626.6,9,82,11,BD 11 00 00,66 4A 3E 46,66 EA 54 46,BD 11 00 00 28 00 2D 00 66 4A 3E 46 66 EA 54 46
4542,41,45,12406.4,13701.3,6,67,0,BE 11 00 00,9A D9 41 46,33 15 56 46,BE 11 00 00 29 00 2D 00 9A D9 41 46 33 15 56 46
4543,42,45,12816,13628.8,5,62,6,BF 11 00 00,00 40 48 46,33 F3 54 46,BF 11 00 00 2A 00 2D 00 00 40 48 46 33 F3 54 46
4544,43,45,13002,13718.2,9,82,2,C0 11 00 00,00 28 4B 46,CD 58 56 46,C0 11 00 00 2B 00 2D 00 00 28 4B 46 CD 58 56 46
4545,44,45,13302.3,13626.2,6,67,5,C1 11 00 00,33 D9 4F 46,CD E8 54 46,C1 11 00 00 2C 00 2D 00 33 D9 4F 46 CD E8 54 46
4546,45,45,13686.6,13715.6,7,72,12,C2 11 00 00,66 DA 55 46,66 4E 56 46,C2 11 00 00 2D 00 2D 00 66 DA 55 46 66 4E 56 46
4547,46,45,14051.5,13671.9,9,82,0,C3 11 00 00,00 8E 5B 46,9A 9F 55 46,C3 11 00 00 2E 00 2D 00 00 8E 5B 46 9A 9F 55 46
4548,47,45,14326.6,13717.8,5,62,3,C4 11 00 00,66 DA 5F 46,33 57 56 46,C4 11 00 00 2F 00 2D 00 66 DA 5F 46 33 57 56 46
4549,48,45,14595.5,13705.7,5,62,8,C5 11 00 00,00 0E 64 46,CD 26 56 46,C5 11 00 00 30 00 2D 00 00 0E 64 46 CD 26 56 46
4550,49,45,14783.6,13560.1,7,72,7,C6 11 00 00,66 FE 66 46,66 E0 53 46,C6 11 00 00 31 00 2D 00 66 FE 66 46 66 E0 53 46
4551,50,45,15160.4,13750.5,7,72,5,C7 11 00 00,9A E1 6C 46,00 DA 56 46,C7 11 00 00 32 00 2D 00 9A E1 6C 46 00 DA 56 46
4552,51,45,15356.9,13694,6,67,11,C8 11 00 00,9A F3 6F 46,00 F8 55 46,C8 11 00 00 33 00 2D 00 9A F3 6F 46 00 F8 55 46
4553,52,45,15804.8,13548.7,10,87,8,C9 11 00 00,33 F3 76 46,CD B2 53 46,C9 11 00 00 34 00 2D 00 33 F3 76 46 CD B2 53 46
4554,53,45,16027,13740.3,7,72,2,CA 11 00 00,00 6C 7A 46,33 B1 56 46,CA 11 00 00 35 00 2D 00 00 6C 7A 46 33 B1 56 46
4555,54,45,16257.3,13595,7,72,0,CB 11 00 00,33 05 7E 46,00 6C 54 46,CB 11 00 00 36 00 2D 00 33 05 7E 46 00 6C 54 46
4556,55,45,16756.9,13584.9,9,82,11,CC 11 00 00,CD E9 82 46,9A 43 54 46,CC 11 00 00 37 00 2D 00 CD E9 82 46 9A 43 54 46
4557,56,45,16888.6,13630.2,5,62,9,CD 11 00 00,33 F1 83 46,CD F8 54 46,CD 11 00 00 38 00 2D 00 33 F1 83 46 CD F8 54 46
4558,57,45,17253.4,13586.5,6,67,10,CE 11 00 00,CD CA 86 46,00 4A 54 46,CE 11 00 00 39 00 2D 00 CD CA 86 46 00 4A 54 46
4559,58,45,17561.1,13676.5,8,77,1,CF 11 00 00,33 32 89 46,00 B2 55 46,CF 11 00 00 3A 00 2D 00 33 32 89 46 00 B2 55 46
4560,59,45,17874.3,13649.6,9,82,0,D0 11 00 00,9A A4 8B 46,66 46 55 46,D0 11 00 00 3B 00 2D 00 9A A4 8B 46 66 46 55 46
4561,60,45,18075.7,13591.1,5,62,5,D1 11 00 00,66 37 8D 46,66 5C 54 46,D1 11 00 00 3C 00 2D 00 66 37 8D 46 66 5C 54 46
4562,61,45,18362.3,13665.1,5,62,2,D2 11 00 00,9A 74 8F 46,66 84 55 46,D2 11 00 00 3D 00 2D 00 9A 74 8F 46 66 84 55 46
4563,62,45,18855.8,13637.9,10,87,11,D3 11 00 00,9A 4F 93 46,9A 17 55 46,D3 11 00 00 3E 00 2D 00 9A 4F 93 46 9A 17 55 46
4564,63,45,19039.4,13727.4,7,72,1,D4 11 00 00,CD BE 94 46,9A 7D 56 46,D4 11 00 00 3F 00 2D 00 CD BE 94 46 9A 7D 56 46
4565,64,45,19305.9,13684.2,5,62,2,D5 11 00 00,CD D3 96 46,CD D0 55 46,D5 11 00 00 40 00 2D 00 CD D3 96 46 CD D0 55 46
4566,65,45,19634.9,13744.4,10,87,8,D6 11 00 00,CD 65 99 46,9A C1 56 46,D6 11 00 00 41 00 2D 00 CD 65 99 46 9A C1 56 46
4567,66,45,19958.8,13719.5,7,72,8,D7 11 00 00,9A ED 9B 46,00 5E 56 46,D7 11 00 00 42 00 2D 00 9A ED 9B 46 00 5E 56 46
4568,67,45,20167.3,13574.1,8,77,1,D8 11 00 00,9A 8E 9D 46,66 18 54 46,D8 11 00 00 43 00 2D 00 9A 8E 9D 46 66 18 54 46
4569,68,45,20488,13545.2,9,82,8,D9 11 00 00,00 10 A0 46,CD A4 53 46,D9 11 00 00 44 00 2D 00 00 10 A0 46 CD A4 53 46
4570,69,45,20840,13620.4,5,62,1,DA 11 00 00,00 D0 A2 46,9A D1 54 46,DA 11 00 00 45 00 2D 00 00 D0 A2 46 9A D1 54 46
4571,70,45,21251.9,13578.9,5,62,8,DB 11 00 00,CD 07 A6 46,9A 2B 54 46,DB 11 00 00 46 00 2D 00 CD 07 A6 46 9A 2B 54 46
4572,71,45,21354.7,13755,9,82,0,DC 11 00 00,66 D5 A6 46,00 EC 56 46,DC 11 00 00 47 00 2D 00 66 D5 A6 46 00 EC 56 46
4573,72,45,21641.2,13609,9,82,2,DD 11 00 00,66 12 A9 46,00 A4 54 46,DD 11 00 00 48 00 2D 00 66 12 A9 46 00 A4 54 46
4574,73,45,22066.8,13749.5,7,72,7,DE 11 00 00,9A 65 AC 46,00 D6 56 46,DE 11 00 00 49 00 2D 00 9A 65 AC 46 00 D6 56 46
4575,74,45,22437.8,13574.8,5,62,9,DF 11 00 00,9A 4B AF 46,33 1B 54 46,DF 11 00 00 4A 00 2D 00 9A 4B AF 46 33 1B 54 46
4576,75,45,22661.2,13546.5,6,67,11,E0 11 00 00,66 0A B1 46,00 AA 53 46,E0 11 00 00 4B 00 2D 00 66 0A B1 46 00 AA 53 46
4577,76,45,22890.3,13621.2,7,72,6,E1 11 00 00,9A D4 B2 46,CD D4 54 46,E1 11 00 00 4C 00 2D 00 9A D4 B2 46 CD D4 54 46
4578,77,45,23214.2,13596.3,10,87,6,E2 11 00 00,66 5C B5 46,33 71 54 46,E2 11 00 00 4D 00 2D 00 66 5C B5 46 33 71 54 46
4579,78,45,23598.4,13685.7,5,62,10,E3 11 00 00,CD 5C B8 46,CD D6 55 46,E3 11 00 00 4E 00 2D 00 CD 5C B8 46 CD D6 55 46
4580,79,45,23886.4,13612.6,7,72,11,E4 11 00 00,CD 9C BA 46,66 B2 54 46,E4 11 00 00 4F 00 2D 00 CD 9C BA 46 66 B2 54 46
4581,80,45,24059.5,13601,6,67,4,E5 11 00 00,00 F7 BB 46,00 84 54 46,E5 11 00 00 50 00 2D 00 00 F7 BB 46 00 84 54 46
4582,81,45,24507.2,13675.7,9,82,6,E6 11 00 00,66 76 BF 46,CD AE 55 46,E6 11 00 00 51 00 2D 00 66 76 BF 46 CD AE 55 46
4583,82,45,24830,13631.8,7,72,11,E7 11 00 00,00 FC C1 46,33 FF 54 46,E7 11 00 00 52 00 2D 00 00 FC C1 46 33 FF 54 46
4584,83,45,24995.2,13691.2,5,62,0,E8 11 00 00,66 46 C3 46,CD EC 55 46,E8 11 00 00 53 00 2D 00 66 46 C3 46 CD EC 55 46
4585,84,45,25268.8,13664.1,10,87,4,E9 11 00 00,9A 69 C5 46,66 80 55 46,E9 11 00 00 54 00 2D 00 9A 69 C5 46 66 80 55 46
4586,85,45,25672.3,13753.6,7,72,7,EA 11 00 00,9A 90 C8 46,66 E6 56 46,EA 11 00 00 55 00 2D 00 9A 90 C8 46 66 E6 56 46
4587,86,45,25940.1,13710.4,9,82,11,EB 11 00 00,33 A8 CA 46,9A 39 56 46,EB 11 00 00 56 00 2D 00 33 A8 CA 46 9A 39 56 46
4588,87,45,26169.2,13565.1,5,62,1,EC 11 00 00,66 72 CC 46,66 F4 53 46,EC 11 00 00 57 00 2D 00 66 72 CC 46 66 F4 53 46
4589,88,45,26591.8,13745.6,7,72,1,ED 11 00 00,9A BF CF 46,66 C6 56 46,ED 11 00 00 58 00 2D 00 9A BF CF 46 66 C6 56 46
4590,89,45,26800.3,13600.2,8,77,7,EE 11 00 00,9A 60 D1 46,CD 80 54 46,EE 11 00 00 59 00 2D 00 9A 60 D1 46 CD 80 54 46
4591,90,45,27121,13571.3,9,82,9,EF 11 00 00,00 E2 D3 46,33 0D 54 46,EF 11 00 00 5A 00 2D 00 00 E2 D3 46 33 0D 54 46
4592,91,45,27558.3,13544.9,9,82,9,F0 11 00 00,9A 4C D7 46,9A A3 53 46,F0 11 00 00 5B 00 2D 00 9A 4C D7 46 9A A3 53 46
4593,92,45,27786.1,13619.6,7,72,6,F1 11 00 00,33 14 D9 46,66 CE 54 46,F1 11 00 00 5C 00 2D 00 33 14 D9 46 66 CE 54 46
4594,93,45,27987.6,13561.2,10,87,6,F2 11 00 00,33 A7 DA 46,CD E4 53 46,F2 11 00 00 5D 00 2D 00 33 A7 DA 46 CD E4 53 46
4595,94,45,28274.1,13635.1,9,82,0,F3 11 00 00,33 E4 DC 46,66 0C 55 46,F3 11 00 00 5E 00 2D 00 33 E4 DC 46 66 0C 55 46
4596,95,45,28723.4,13622.8,7,72,10,F4 11 00 00,CD 66 E0 46,33 DB 54 46,F4 11 00 00 5F 00 2D 00 CD 66 E0 46 33 DB 54 46
4597,96,45,28951.2,13697.5,5,62,7,F5 11 00 00,66 2E E2 46,00 06 56 46,F5 11 00 00 60 00 2D 00 66 2E E2 46 00 06 56 46
4598,97,45,29317.6,13639.8,6,67,6,F6 11 00 00,33 0B E5 46,33 1F 55 46,F6 11 00 00 61 00 2D 00 33 0B E5 46 33 1F 55 46
4599,98,45,29546.8,13714.4,8,77,9,F7 11 00 00,9A D5 E6 46,9A 49 56 46,F7 11 00 00 62 00 2D 00 9A D5 E6 46 9A 49 56 46
4600,99,45,29800,13689.5,10,87,6,F8 11 00 00,00 D0 E8 46,00 E6 55 46,F8 11 00 00 63 00 2D 00 00 D0 E8 46 00 E6 55 46
4601,0,46,200,13875.4,8,77,6,F9 11 00 00,00 00 48 43,9A CD 58 46,F9 11 00 00 00 00 2E 00 00 00 48 43 9A CD 58 46
4602,1,46,454.8,13994.5,6,67,7,FA 11 00 00,66 66 E3 43,00 AA 5A 46,FA 11 00 00 01 00 2E 00 66 66 E3 43 00 AA 5A 46
4603,2,46,786,13919.6,9,82,0,FB 11 00 00,00 80 44 44,66 7E 59 46,FB 11 00 00 02 00 2E 00 00 80 44 44 66 7E 59 46
4604,3,46,985.6,13970.2,5,62,4,FC 11 00 00,66 66 76 44,CD 48 5A 46,FC 11 00 00 03 00 2E 00 66 66 76 44 CD 48 5A 46
4605,4,46,1450.5,13935.9,7,72,7,FD 11 00 00,00 50 B5 44,9A BF 59 46,FD 11 00 00 04 00 2E 00 00 50 B5 44 9A BF 59 46
4606,5,46,1580.2,13956.1,9,82,6,FE 11 00 00,66 86 C5 44,66 10 5A 46,FE 11 00 00 05 00 2E 00 66 86 C5 44 66 10 5A 46
4607,6,46,1850,13882,7,72,8,FF 11 00 00,00 40 E7 44,00 E8 58 46,FF 11 00 00 06 00 2E 00 00 40 E7 44 00 E8 58 46
4608,7,46,2331,13931.8,8,77,3,00 12 00 00,00 B0 11 45,33 AF 59 46,00 12 00 00 07 00 2E 00 00 B0 11 45 33 AF 59 46
4609,8,46,2650.2,13849.9,7,72,10,01 12 00 00,33 A3 25 45,9A 67 58 46,01 12 00 00 08 00 2E 00 33 A3 25 45 9A 67 58 46
4610,9,46,2921.2,13995.8,9,82,6,02 12 00 00,33 93 36 45,33 AF 5A 46,02 12 00 00 09 00 2E 00 33 93 36 45 33 AF 5A 46
4611,10,46,3049.6,14016,7,72,11,03 12 00 00,9A 99 3E 45,00 00 5B 46,03 12 00 00 0A 00 2E 00 9A 99 3E 45 00 00 5B 46
4612,11,46,3500.7,13955.7,5,62,4,04 12 00 00,33 CB 5A 45,CD 0E 5A 46,04 12 00 00 0B 00 2E 00 33 CB 5A 45 CD 0E 5A 46
4613,12,46,3739.9,14029.4,5,62,8,05 12 00 00,66 BE 69 45,9A 35 5B 46,05 12 00 00 0C 00 2E 00 66 BE 69 45 9A 35 5B 46
4614,13,46,4071.1,13954.5,8,77,10,06 12 00 00,9A 71 7E 45,00 0A 5A 46,06 12 00 00 0D 00 2E 00 9A 71 7E 45 00 0A 5A 46
4615,14,46,4270.7,14005.1,10,87,5,07 12 00 00,9A 75 85 45,66 D4 5A 46,07 12 00 00 0E 00 2E 00 9A 75 85 45 66 D4 5A 46
4616,15,46,4617.9,13850.3,10,87,3,08 12 00 00,33 4F 90 45,33 69 58 46,08 12 00 00 0F 00 2E 00 33 4F 90 45 33 69 58 46
4617,16,46,4987.5,13971.6,6,67,1,09 12 00 00,00 DC 9B 45,66 4E 5A 46,09 12 00 00 10 00 2E 00 00 DC 9B 45 66 4E 5A 46
4618,17,46,5185.8,14022.2,9,82,7,0A 12 00 00,66 0E A2 45,CD 18 5B 46,0A 12 00 00 11 00 2E 00 66 0E A2 45 CD 18 5B 46
4619,18,46,5518.3,13947.3,10,87,11,0B 12 00 00,66 72 AC 45,33 ED 59 46,0B 12 00 00 12 00 2E 00 66 72 AC 45 33 ED 59 46
4620,19,46,5948.8,14013.9,7,72,12,0C 12 00 00,66 E6 B9 45,9A F7 5A 46,0C 12 00 00 13 00 2E 00 66 E6 B9 45 9A F7 5A 46
4621,20,46,6051.5,13934,10,87,9,0D 12 00 00,00 1C BD 45,00 B8 59 46,0D 12 00 00 14 00 2E 00 00 1C BD 45 00 B8 59 46
4622,21,46,6531.2,13983.8,7,72,6,0E 12 00 00,9A 19 CC 45,33 7F 5A 46,0E 12 00 00 15 00 2E 00 9A 19 CC 45 33 7F 5A 46
4623,22,46,6762.3,13923.5,10,87,3,0F 12 00 00,66 52 D3 45,00 8E 59 46,0F 12 00 00 16 00 2E 00 66 52 D3 45 00 8E 59 46
4624,23,46,7147.3,14044.9,8,77,7,10 12 00 00,66 5A DF 45,9A 73 5B 46,10 12 00 00 17 00 2E 00 66 5A DF 45 9A 73 5B 46
4625,24,46,7407,13874.7,10,87,0,11 12 00 00,00 78 E7 45,CD CA 58 46,11 12 00 00 18 00 2E 00 00 78 E7 45 CD CA 58 46
4626,25,46,7546.7,13991,8,77,0,12 12 00 00,9A D5 EB 45,00 9C 5A 46,12 12 00 00 19 00 2E 00 9A D5 EB 45 00 9C 5A 46
4627,26,46,7977.3,14057.6,6,67,8,13 12 00 00,66 4A F9 45,66 A6 5B 46,13 12 00 00 1A 00 2E 00 66 4A F9 45 66 A6 5B 46
